Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Type,Mana Cost,Colors,Color Identity,Oracle Text,Commander Legal,Pauper Legal,CMC,Image URL
Attack-in-the-Box,dsk,Duskmourn: House of Horror,242,normal,uncommon,1,,a477dc3e-0fa1-4ce4-b3de-8cae0d1a0763,0.0,False,False,near_mint,en,USD,Artifact Creature — Toy,{3},,,"Whenever this creature attacks, you may have it get +4/+0 until end of turn. If you do, sacrifice it at the beginning of the next end step.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/a/4/a477dc3e-0fa1-4ce4-b3de-8cae0d1a0763.jpg?1726286774
Attentive Sunscribe,lci,The Lost Caverns of Ixalan,4,normal,common,1,,ad1a0159-7f00-429c-9318-b028b1e03ba8,0.0,False,False,near_mint,en,USD,Artifact Creature — Gnome,{1}{W},W,W,"Whenever this creature becomes tapped, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/a/d/ad1a0159-7f00-429c-9318-b028b1e03ba8.jpg?1699043082
Atomwheel Acrobats,unf,Unfinity,130,normal,common,1,,d13cc109-0f43-4957-a4a8-6313b851edae,0.0,False,False,near_mint,en,USD,Creature — Elf Performer,{3}{G},G,G,"Whenever you roll a 1 or 2, put that many +1/+1 counters on this creature.
{2}{G}: Roll a six-sided die.",legal,legal,4.0,https://cards.scryfall.io/normal/front/d/1/d13cc109-0f43-4957-a4a8-6313b851edae.jpg?1673914532
Auspicious Arrival,mkm,Murders at Karlov Manor,288,normal,common,1,,49598c0a-3b3c-42a2-9358-ff072de9d9f2,0.0,False,False,near_mint,en,USD,Instant,{1}{W},W,W,"Target creature gets +2/+2 until end of turn. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",legal,legal,2.0,https://cards.scryfall.io/normal/front/4/9/49598c0a-3b3c-42a2-9358-ff072de9d9f2.jpg?1706242419
Aysen Bureaucrats,hml,Homelands,3a,normal,common,1,,91170faf-3143-4fa8-88d6-eef72e1f5459,0.0,False,False,near_mint,en,USD,Creature — Human Advisor,{1}{W},W,W,{T}: Tap target creature with power 2 or less.,legal,legal,2.0,https://cards.scryfall.io/normal/front/9/1/91170faf-3143-4fa8-88d6-eef72e1f5459.jpg?1562587766
Back for More,iko,Ikoria: Lair of Behemoths,177,normal,uncommon,1,,3fc7210c-da23-4cec-9195-4de75587f40f,0.0,False,False,near_mint,en,USD,Instant,{4}{B}{G},"B, G","B, G","Return target creature card from your graveyard to the battlefield. When you do, it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)",legal,not_legal,6.0,https://cards.scryfall.io/normal/front/3/f/3fc7210c-da23-4cec-9195-4de75587f40f.jpg?1591227943
Back for More,otp,Breaking News,36,normal,uncommon,2,,f55e5aca-b6fe-4b2f-9943-568f4d1704ca,0.0,False,False,near_mint,en,USD,Instant,{4}{B}{G},"B, G","B, G","Return target creature card from your graveyard to the battlefield. When you do, it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)",legal,not_legal,6.0,https://cards.scryfall.io/normal/front/f/5/f55e5aca-b6fe-4b2f-9943-568f4d1704ca.jpg?1712353541
Back for Seconds,woe,Wilds of Eldraine,80,normal,uncommon,1,,660845b5-96fa-4484-822b-aa0508801306,0.0,False,False,near_mint,en,USD,Sorcery,{2}{B},B,B,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
Return up to two target creature cards from your graveyard to your hand. If this spell was bargained, you may put one of those cards with mana value 4 or less onto the battlefield instead of putting it into your hand.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/6/6/660845b5-96fa-4484-822b-aa0508801306.jpg?1692937470
Badlands Revival,otj,Outlaws of Thunder Junction,194,normal,uncommon,1,,8d3ef971-cdd4-410c-97c3-df98e4f02ab2,0.0,False,False,near_mint,en,USD,Sorcery,{3}{B}{G},"B, G","B, G",Return up to one target creature card from your graveyard to the battlefield. Return up to one target permanent card from your graveyard to your hand.,legal,not_legal,5.0,https://cards.scryfall.io/normal/front/8/d/8d3ef971-cdd4-410c-97c3-df98e4f02ab2.jpg?1712356053
Bag End Porter,ltr,The Lord of the Rings: Tales of Middle-earth,153,normal,common,1,,b7557170-39a2-49df-823e-958c3eb34801,0.0,False,False,near_mint,en,USD,Creature — Dwarf,{3}{G},G,G,"Whenever this creature attacks, it gets +X/+X until end of turn, where X is the number of legendary creatures you control.",legal,legal,4.0,https://cards.scryfall.io/normal/front/b/7/b7557170-39a2-49df-823e-958c3eb34801.jpg?1686969228
Bag of Holding,clb,Commander Legends: Battle for Baldur's Gate,299,normal,uncommon,1,,290f4b4f-4f48-4031-b62a-91a0d6716ddd,0.0,False,False,near_mint,en,USD,Artifact,{1},,,"Whenever you discard a card, exile that card from your graveyard.
{2}, {T}: Draw a card, then discard a card.
{4}, {T}, Sacrifice this artifact: Return all cards exiled with this artifact to their owner's hand.",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/2/9/290f4b4f-4f48-4031-b62a-91a0d6716ddd.jpg?1674137722
"Baird, Steward of Argive",dom,Dominaria,4,normal,uncommon,1,,d1a9594e-edc9-42b2-ba8a-8298da9441fb,0.0,False,False,near_mint,en,USD,Legendary Creature — Human Soldier,{2}{W}{W},W,W,"Vigilance
Creatures can't attack you or planeswalkers you control unless their controller pays {1} for each of those creatures.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/d/1/d1a9594e-edc9-42b2-ba8a-8298da9441fb.jpg?1562743396
Balemurk Leech,dsk,Duskmourn: House of Horror,84,normal,common,1,,f0621b32-95c5-4f70-96cf-d46d20efc85d,0.0,False,False,near_mint,en,USD,Creature — Leech,{1}{B},B,B,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, each opponent loses 1 life.",legal,legal,2.0,https://cards.scryfall.io/normal/front/f/0/f0621b32-95c5-4f70-96cf-d46d20efc85d.jpg?1726286164
Bane's Invoker,clb,Commander Legends: Battle for Baldur's Gate,7,normal,common,2,,2164a728-131f-41ce-9346-8036c86543e2,0.0,False,False,near_mint,en,USD,Creature — Human Cleric,{1}{W},W,W,Wind Walk — {8}: Up to two target creatures each get +2/+2 and gain flying until end of turn.,legal,legal,2.0,https://cards.scryfall.io/normal/front/2/1/2164a728-131f-41ce-9346-8036c86543e2.jpg?1674134904
Banishing Light,ltc,Tales of Middle-earth Commander,161,normal,uncommon,1,,961b1464-928e-41b9-bc73-c47df94e0e8e,0.0,False,False,near_mint,en,USD,Enchantment,{2}{W},W,W,"When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.",legal,legal,3.0,https://cards.scryfall.io/normal/front/9/6/961b1464-928e-41b9-bc73-c47df94e0e8e.jpg?1686965248
Banishment,clb,Commander Legends: Battle for Baldur's Gate,8,normal,uncommon,1,,a71caadb-31ab-4b7f-b304-e7d3e8f9d132,0.0,False,False,near_mint,en,USD,Enchantment,{3}{W},W,W,"Flash
When this enchantment enters, exile target nonland permanent an opponent controls and all other nonland permanents your opponents control with the same name as that permanent until this enchantment leaves the battlefield.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/a/7/a71caadb-31ab-4b7f-b304-e7d3e8f9d132.jpg?1674134912
Baron Bertram Graywater,otj,Outlaws of Thunder Junction,195,normal,uncommon,1,,e9da18b4-1efc-44b7-8001-a2cfd44c69bf,0.0,False,False,near_mint,en,USD,Legendary Creature — Vampire Noble,{2}{W}{B},"B, W","B, W","Whenever one or more tokens you control enter, create a 1/1 black Vampire Rogue creature token with lifelink. This ability triggers only once each turn.
{1}{B}, Sacrifice another creature or artifact: Draw a card.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/e/9/e9da18b4-1efc-44b7-8001-a2cfd44c69bf.jpg?1712356055
Barrow-Blade,ltr,The Lord of the Rings: Tales of Middle-earth,688,normal,uncommon,1,,ef16051e-e52a-4cc9-bfa3-675f85f2cf8b,0.0,False,False,near_mint,en,USD,Artifact — Equipment,{1},,,"Equipped creature gets +1/+1.
Whenever equipped creature blocks or becomes blocked by a creature, that creature loses all abilities until end of turn.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/e/f/ef16051e-e52a-4cc9-bfa3-675f85f2cf8b.jpg?1695447975
Bartolomé del Presidio,lci,The Lost Caverns of Ixalan,224,normal,uncommon,1,,690ccdc7-6c43-4902-9d11-2f07b7a36b11,0.0,False,False,near_mint,en,USD,Legendary Creature — Vampire Knight,{W}{B},"B, W","B, W",Sacrifice another creature or artifact: Put a +1/+1 counter on Bartolomé del Presidio.,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/6/9/690ccdc7-6c43-4902-9d11-2f07b7a36b11.jpg?1699044523
Bartolomé del Presidio,lci,The Lost Caverns of Ixalan,301,normal,uncommon,1,,f82bb486-7009-4b53-973f-477fc13ad7e7,0.0,False,False,near_mint,en,USD,Legendary Creature — Vampire Knight,{W}{B},"B, W","B, W",Sacrifice another creature or artifact: Put a +1/+1 counter on Bartolomé del Presidio.,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/f/8/f82bb486-7009-4b53-973f-477fc13ad7e7.jpg?1699100753
Baseball Bat,dsk,Duskmourn: House of Horror,209,normal,uncommon,1,,438accb1-6d2c-4710-adeb-df4301a7b8f1,0.0,False,False,near_mint,en,USD,Artifact — Equipment,{G}{W},"G, W","G, W","When this Equipment enters, attach it to target creature you control.
Equipped creature gets +1/+1.
Whenever equipped creature attacks, tap up to one target creature.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/4/3/438accb1-6d2c-4710-adeb-df4301a7b8f1.jpg?1726286646
Bashful Beastie,dsk,Duskmourn: House of Horror,169,normal,common,3,,c20fa7ee-a4c2-4eb0-9467-195f3b894fa0,0.0,False,False,near_mint,en,USD,Creature — Beast,{4}{G},G,G,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,legal,5.0,https://cards.scryfall.io/normal/front/c/2/c20fa7ee-a4c2-4eb0-9467-195f3b894fa0.jpg?1726286489
Bashful Beastie,dsk,Duskmourn: House of Horror,169,normal,common,2,,c20fa7ee-a4c2-4eb0-9467-195f3b894fa0,0.0,False,False,near_mint,en,USD,Creature — Beast,{4}{G},G,G,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,legal,5.0,https://cards.scryfall.io/normal/front/c/2/c20fa7ee-a4c2-4eb0-9467-195f3b894fa0.jpg?1726286489
Basking Broodscale,mh3,Modern Horizons 3,145,normal,common,6,,5feba5d6-99a6-4e9b-8a7d-90d955868fc3,0.0,False,False,near_mint,en,USD,Creature — Eldrazi Lizard,{1}{G},,G,"Devoid (This card has no color.)
{1}{G}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on this creature, you may create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""",legal,banned,2.0,https://cards.scryfall.io/normal/front/5/f/5feba5d6-99a6-4e9b-8a7d-90d955868fc3.jpg?1743418968
Basking Broodscale,mh3,Modern Horizons 3,145,normal,common,1,,5feba5d6-99a6-4e9b-8a7d-90d955868fc3,0.0,False,False,near_mint,en,USD,Creature — Eldrazi Lizard,{1}{G},,G,"Devoid (This card has no color.)
{1}{G}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on this creature, you may create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""",legal,banned,2.0,https://cards.scryfall.io/normal/front/5/f/5feba5d6-99a6-4e9b-8a7d-90d955868fc3.jpg?1743418968
Battlefield Promotion,war,War of the Spark,5,normal,common,1,,89f8e970-b90c-4829-8970-0a3364027bbb,0.0,False,False,near_mint,en,USD,Instant,{1}{W},W,W,Put a +1/+1 counter on target creature. That creature gains first strike until end of turn. You gain 2 life. (A creature with first strike deals combat damage before creatures without first strike.),legal,legal,2.0,https://cards.scryfall.io/normal/front/8/9/89f8e970-b90c-4829-8970-0a3364027bbb.jpg?1557575884
Battle Plan,mh2,Modern Horizons 2,114,normal,common,1,,2bc1e907-0e77-42ee-9eca-eae632020204,0.0,False,False,near_mint,en,USD,Enchantment,{3}{R},R,R,"At the beginning of combat on your turn, target creature you control gets +2/+0 until end of turn.
Basic landcycling {1}{R} ({1}{R}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",legal,legal,4.0,https://cards.scryfall.io/normal/front/2/b/2bc1e907-0e77-42ee-9eca-eae632020204.jpg?1626096336
Battershield Warrior,khm,Kaldheim,2,normal,uncommon,1,,fb79dc85-f85a-4846-9ac3-c75c64ea9c0a,0.0,False,False,near_mint,en,USD,Creature — Human Warrior,{2}{W},W,W,Boast — {1}{W}: Creatures you control get +1/+1 until end of turn. (Activate only if this creature attacked this turn and only once each turn.),legal,not_legal,3.0,https://cards.scryfall.io/normal/front/f/b/fb79dc85-f85a-4846-9ac3-c75c64ea9c0a.jpg?1631045455
Battle-Scarred Goblin,ltr,The Lord of the Rings: Tales of Middle-earth,115,normal,common,1,,b91859de-1983-4c9c-a9e6-289c7dba1eb4,0.0,False,False,near_mint,en,USD,Creature — Goblin Warrior,{1}{R},R,R,"Whenever this creature becomes blocked, it deals 1 damage to each creature blocking it.",legal,legal,2.0,https://cards.scryfall.io/normal/front/b/9/b91859de-1983-4c9c-a9e6-289c7dba1eb4.jpg?1686968799
Bear Trap,dsk,Duskmourn: House of Horror,243,normal,common,1,,e27c27d6-dc3a-4420-bb35-d97dc216e002,0.0,False,False,near_mint,en,USD,Artifact,{1},,,"Flash
{3}, {T}, Sacrifice this artifact: It deals 3 damage to target creature.",legal,legal,1.0,https://cards.scryfall.io/normal/front/e/2/e27c27d6-dc3a-4420-bb35-d97dc216e002.jpg?1726286782
Beastbond Outcaster,otj,Outlaws of Thunder Junction,154,normal,uncommon,1,,073b9ae8-8ac3-4824-aec4-84a80531aa23,0.0,False,False,near_mint,en,USD,Creature — Human Druid,{2}{G},G,G,"When this creature enters, if you control a creature with power 4 or greater, draw a card.
Plot {1}{G} (You may pay {1}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/0/7/073b9ae8-8ac3-4824-aec4-84a80531aa23.jpg?1712355883
Beastie Beatdown,dsk,Duskmourn: House of Horror,210,normal,uncommon,1,,5f889c95-46af-4fd9-aff2-573d5384fd58,0.0,False,False,near_mint,en,USD,Sorcery,{R}{G},"G, R","G, R","Choose target creature you control and target creature an opponent controls.
Delirium — If there are four or more card types among cards in your graveyard, put two +1/+1 counters on the creature you control.
The creature you control deals damage equal to its power to the creature an opponent controls.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/5/f/5f889c95-46af-4fd9-aff2-573d5384fd58.jpg?1726286652
Bedhead Beastie,dsk,Duskmourn: House of Horror,125,normal,common,3,,77c72b5b-dd81-4eb4-80d9-a0124e27e1dc,0.0,False,False,near_mint,en,USD,Creature — Beast,{4}{R}{R},R,R,"Menace (This creature can't be blocked except by two or more creatures.)
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",legal,legal,6.0,https://cards.scryfall.io/normal/front/7/7/77c72b5b-dd81-4eb4-80d9-a0124e27e1dc.jpg?1726286314
Behind the Mask,mkm,Murders at Karlov Manor,39,normal,common,1,,e522b043-fbd8-48a4-9f20-39e2a66a35ec,0.0,False,False,near_mint,en,USD,Instant,{U},U,U,"As an additional cost to cast this spell, you may collect evidence 6. (Exile cards with total mana value 6 or greater from your graveyard.)
Until end of turn, target artifact or creature becomes an artifact creature with base power and toughness 4/3. If evidence was collected, it has base power and toughness 1/1 until end of turn instead.",legal,legal,1.0,https://cards.scryfall.io/normal/front/e/5/e522b043-fbd8-48a4-9f20-39e2a66a35ec.jpg?1706241555
Belligerent Guest,vow,Innistrad: Crimson Vow,301,normal,common,1,,924b1c15-811a-4d11-a481-f904002a6740,0.0,False,False,near_mint,en,USD,Creature — Vampire,{2}{R},R,R,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever this creature deals combat damage to a player, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this token: Draw a card."")",legal,legal,3.0,https://cards.scryfall.io/normal/front/9/2/924b1c15-811a-4d11-a481-f904002a6740.jpg?1645055023
Bellowing Crier,blb,Bloomburrow,42,normal,common,1,,ca2215dd-6300-49cf-b9b2-3a840b786c31,0.0,False,False,near_mint,en,USD,Creature — Frog Advisor,{1}{U},U,U,"When this creature enters, draw a card, then discard a card.",legal,legal,2.0,https://cards.scryfall.io/normal/front/c/a/ca2215dd-6300-49cf-b9b2-3a840b786c31.jpg?1721426026
Beluna's Gatekeeper // Entry Denied,woe,Wilds of Eldraine,43,normal,common,1,,5c1d410e-4237-4963-b015-54d26730e63d,0.0,False,False,near_mint,en,USD,Creature — Giant Soldier // Sorcery — Adventure,{5}{U} // {1}{U},U,U,,legal,legal,6.0,https://cards.scryfall.io/normal/front/5/c/5c1d410e-4237-4963-b015-54d26730e63d.jpg?1708138603
Benalish Cavalry,tsr,Time Spiral Remastered,7,normal,common,1,,a0fd40fa-4144-41b4-b441-a71d09a11305,0.0,False,False,near_mint,en,USD,Creature — Human Knight,{1}{W},W,W,"Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/a/0/a0fd40fa-4144-41b4-b441-a71d09a11305.jpg?1619392605
Bespoke Battlegarb,woe,Wilds of Eldraine,122,normal,common,1,,a28ecd59-9166-473c-bafc-cb3c54c21388,0.0,False,False,near_mint,en,USD,Artifact — Equipment,{1}{R},R,R,"Equipped creature gets +2/+0.
Celebration — At the beginning of combat on your turn, if two or more nonland permanents entered the battlefield under your control this turn, attach this Equipment to up to one target creature you control.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/a/2/a28ecd59-9166-473c-bafc-cb3c54c21388.jpg?1692938103
